file_type,source_zip,source_file,source_path,ID,Name,Created,Description,Playlist URL
csv,season04,rounds.csv,data/extracted/season04__rounds.csv,f2579e5f75ea4451bee6e3213610c630,Cory and his friends ,2023-05-16T14:23:53Z,"Fully instrumental songs despite the popularity of pitch perfect, your mouth is not an instrument ",https://open.spotify.com/playlist/2GJ3JEPXyw1NgIUlOtp3Th
csv,season05,rounds.csv,data/extracted/season05__rounds.csv,67bbf6c450664b80b83d97fb2a8fd010,Current Events,2023-06-30T14:14:28Z,These 2 songs are the ones lighting up your recently played list,https://open.spotify.com/playlist/2FNTPRZbWdImaBQ8X0Pqn9
csv,season05,rounds.csv,data/extracted/season05__rounds.csv,be3b8c0a72b547e2a273a2a4eeb84b04,US Holidays,2023-06-30T14:14:28Z,"Although traditionally played during the pagan winter solstice season, these two songs deserve your consideration year round. ",https://open.spotify.com/playlist/13Ktdcf9gUNSc4NB4Vzbvg
csv,season05,rounds.csv,data/extracted/season05__rounds.csv,7ebf8e6513fc477eae0143db5d2e9a08,Science ,2023-06-30T14:14:28Z,"These two songs pay tribute to the ancient Greek philosophers that posit all of the universe is created from the four basic elements of Fire, Water, Earth and Air. ",https://open.spotify.com/playlist/7GSucPhchZ02u7ozOXSmWN
csv,season05,rounds.csv,data/extracted/season05__rounds.csv,e46119179338443db642e11b14524178,Potent Potables,2023-06-30T14:14:29Z,"Melancholic music of African American folk origin, typically in a 12 bar sequence, these 2 songs exemplify this genre",https://open.spotify.com/playlist/3L5tqWdnXOGDTcgB9S0YaL
csv,season05,rounds.csv,data/extracted/season05__rounds.csv,34a2b2e0a381446eb7177df51678e6d8,The Pen Is Mightier ,2023-06-30T14:14:29Z,"Paying homage to the infamously pompous playwright, Edward George Bulwer-Lytton, these two songs demonstrate that a songs lyrics can overshadow it's instrumentation ",https://open.spotify.com/playlist/5AlPoKJPSvFfQOlUlFa7p1
csv,season05,rounds.csv,data/extracted/season05__rounds.csv,143e9cd2336249a79458cc6a65dae199,Sports,2023-06-30T14:14:29Z,"From CWC to NWA to WWWF to WWF to WWFE and finally landing on WWE, these two songs are actually not about acronyms but would benefit the organization for two original characters and their entrance themes ",https://open.spotify.com/playlist/2d8SG5eG5vXzMGoVbBbfAv
csv,season05,rounds.csv,data/extracted/season05__rounds.csv,b0f5dcb14ae74f71b51a143b21a952e9,Potpouri,2023-06-30T14:14:30Z,"Reminiscent of the vague, flowery, allergy inducing smells of your childhood, these two songs could have played through the 8 track stereo (victrola) on the night of your conception ",https://open.spotify.com/playlist/7KuB7HrcVPPpXM5VnfMTiT
csv,season05,rounds.csv,data/extracted/season05__rounds.csv,cfc8a620fb624ae681df28496a59829d,Space,2023-06-30T14:14:30Z,"The expanse that exists beyond Earth and its atmosphere, a near perfect vacuum containing a low density of particles, these two songs pay homage to the great unknown ",https://open.spotify.com/playlist/4Fo9vgD5ttUr3dzdE0cADG
csv,season05,rounds.csv,data/extracted/season05__rounds.csv,272ac6a8013a440daeb946f14c2622e1,Food & Drink,2023-06-30T14:14:31Z,"In a second nod to four elements, Samin Nosrat proposes that the mastery of four elements of Salt, Fat, Acid, and Heat are the keys to successful cuisine, these two songs pay homage to food",https://open.spotify.com/playlist/6nC6yZxnXqmNOk4nJKYUYZ
csv,season05,rounds.csv,data/extracted/season05__rounds.csv,44acd0480f724dfabd89eb53ab2263a8,Music,2023-06-30T14:14:31Z,"Originating in the mid 1960s, with James Browns development of a signature groove that emphasized the downbeat, these two songs should be broadcast directly from the mothership through the station W-E-F-U-N-K directly into your eardrum with 500,000 kilowatts of power",https://open.spotify.com/playlist/6gD3bKNgCCD4GSF14GITJj
csv,season05,rounds.csv,data/extracted/season05__rounds.csv,e939db79441b4399b3d8f00adc7ada6a,Colors,2023-06-30T14:14:31Z,"Often lost in the shuffle, Sir Isaac Newton's treatise 'Optics' published in 1704, forever changed mankind's understanding of light and it's refraction properties, spawning countless children's songs and and Irish treasure hunts, his identification of ROYGBIV pales in comparison to inventing physics but serves as inspiration to these two tracks ",https://open.spotify.com/playlist/2Gy1eZ8mRhbfDttsOYGZ1h
csv,season05,rounds.csv,data/extracted/season05__rounds.csv,131bc22de2774afdad8f1a2c28855ca5,Before & After,2023-06-30T14:14:32Z,"Paying homage to the most commonly repeated jeopardy category, the title of the second track begins with the final word of the first track",https://open.spotify.com/playlist/1EDnIWL0PVRdFHxWwMvwEx
csv,season06,rounds.csv,data/extracted/season06__rounds.csv,e5b76501cf524d44875741ec242ac592,Damn it feels good to be a gangsta,2023-12-01T20:32:07Z,Rap song from the 90s with less than 100k monthly subs on Spotify (or around 456 on Deezer),https://open.spotify.com/playlist/7bZ2PnnA2ajuQzNzGtT5ic
csv,season06,rounds.csv,data/extracted/season06__rounds.csv,d50ad85cafd8415db4ee3579edab180d,"Mom it's my birthday, would you say?!",2023-12-01T20:32:08Z,Jam band songs but no DMB or Dead,https://open.spotify.com/playlist/1jgQFj4yRjzmfjfEW8UD8S
csv,season06,rounds.csv,data/extracted/season06__rounds.csv,9a53ccef3958478f9a13b9f4c22119d7,In the wink of a young girls eye,2023-12-01T20:32:08Z,Songs with a nostalgic factor for you (public comments on),https://open.spotify.com/playlist/1kvfG47gYCwvYxwOUzg3vC
csv,season06,rounds.csv,data/extracted/season06__rounds.csv,0829162d9f244be6a50c181113a8b876,The way she fit in dem blue jeans she ain't need no belt,2023-12-01T20:32:09Z,Songs that take advantage of the spoken word,https://open.spotify.com/playlist/0h2j14BUXhjAnK74vOBVNs
csv,season06,rounds.csv,data/extracted/season06__rounds.csv,e777a34ed03c42c194c6868a7f2ba396,"Man gave names to all the animals...in the beginning, in the beginning ",2023-12-01T20:32:09Z,Songs about animals (no not humans).  Autocorrect tried to say hummus and that made me happy thinking about a big pot of it,https://open.spotify.com/playlist/4q9b4YHwjunENdPpeBhOTY
csv,season06,rounds.csv,data/extracted/season06__rounds.csv,5563a4c88c004e53b1d5cb55ded891a3,"lay, lady, lay,  lay across my big brass bed",2023-12-01T20:32:10Z,"""All about that brass""
""Featuring that funky brass monkey""
""You looks good, won't you back that brass up""
",https://open.spotify.com/playlist/4efPZU3IuDjtk1mJsxS9qG
csv,season07,rounds.csv,data/extracted/season07__rounds.csv,fb47851f511c4d7f9f5c8c3cb0c0710b,Sitting on a cornflake. Waiting for the van to come. Corporation tee shirt. ,2024-01-31T03:42:23Z,Songs that make no sense,https://open.spotify.com/playlist/48drxqYVCXg5qQu710QJQw
csv,season07,rounds.csv,data/extracted/season07__rounds.csv,3ca154e090a945638567655485534421,Sleep pretty darling do not cry,2024-01-31T03:42:23Z,Lullaby's,https://open.spotify.com/playlist/0EuExCQdcf71UkJnmpdntH
csv,season07,rounds.csv,data/extracted/season07__rounds.csv,cf1a7dd7a4e94f90bd7ab0e00774bd36,Friday morning at nine o'clock she is far away,2024-01-31T03:42:24Z,Songs about going somewhere other than home,https://open.spotify.com/playlist/13gGGCsMFBODBRdGNB85u4
csv,season07,rounds.csv,data/extracted/season07__rounds.csv,e4a5701e074c46e782b8d0e9cdd0ac0e,"Ain't got nothing to lose, roll over Beethoven and tell Tchaikovsky the news",2024-01-31T03:42:24Z,"Classical no Beethoven, Mozart or bolero ",https://open.spotify.com/playlist/3sW7gjWuiLP7qymJdHFj52
csv,season07,rounds.csv,data/extracted/season07__rounds.csv,e6f27c3788d24eab9bfaa055c1b5de78,You keep all your money in a big brown bag inside a zoo / You only give me your funny paper ,2024-01-31T03:42:24Z,Rich song / poor song,https://open.spotify.com/playlist/0101KAnXy7HiyvAvMdEwDR
csv,season07,rounds.csv,data/extracted/season07__rounds.csv,24b05663099742bf83fa0088dbc4bdeb,"Imagine all the people, sharing all the world",2024-01-31T03:42:24Z,Side projects ,https://open.spotify.com/playlist/75dBlmRgGP4gs13N5mL4ir
csv,season08,rounds.csv,data/extracted/season08__rounds.csv,f3fcd3b883754166b0355b8ac4c8f54c,"And the songs that she sang in the shower are stuck in my head, like ""Bring out your dead"" and ""Breakfast in Bed""",2024-05-24T02:11:14Z,,https://open.spotify.com/playlist/2y6vHrKPmE3JNIsEqdoTAl
csv,season08,rounds.csv,data/extracted/season08__rounds.csv,5f130343c1ff4c028bf715b165ab755a,She wants to know why he's not home. Oh I'll bet money money money I bet. He's at the sexotheque,2024-05-24T02:11:15Z,~one mans euro trash is another man's euro treasure. ,https://open.spotify.com/playlist/430wU81UjmtiFhlL9iCZWw
csv,season08,rounds.csv,data/extracted/season08__rounds.csv,051fc5b016724b0fb8fa182633d19384,"Come and smile don't be shy, touch my bum, this is life",2024-05-24T02:11:15Z,"Come for the title, stay for the band name",https://open.spotify.com/playlist/7A35MK5g3fVfEJZdksDeKO
csv,season08,rounds.csv,data/extracted/season08__rounds.csv,da3dc48d6a3c4e42b6f75fb9de85bbcf,"Ayy pull up, I'ma air this bitch out, they call me big chant",2024-05-24T02:11:15Z,"I been on the run, they tryna catch me, this is hellcat (skrrt, skrrt, skrrt)",https://open.spotify.com/playlist/6XzmKwXa9nmFwCfubkHtEg
csv,season08,rounds.csv,data/extracted/season08__rounds.csv,466ff3be1f5b412cbae697ca2af3d487,"Cause from the lips of some old singer we can share the troubles we already know. Turn on those sad songs, when all hope is gone",2024-05-24T02:11:16Z,Sad songs that sound happy,https://open.spotify.com/playlist/6mKPpZIIQjTo9pSXPA6sgW
csv,season08,rounds.csv,data/extracted/season08__rounds.csv,d7d9e584afdc428a8ef52cf5ee45a4d4,"Yankee Doodle keep it up, Yankee Doodle dandy, mind the music and the step and with the girls be handy",2024-05-24T02:11:16Z,The OG diss track ,https://open.spotify.com/playlist/5wfZz10WMXWj82IJIzqnlT
csv,season08,rounds.csv,data/extracted/season08__rounds.csv,bfb0efbb07d74b4e98246c5c8dd8c957,BONUS ROUND ,2024-05-24T02:11:16Z,Two tracks that the league needs to hear,https://open.spotify.com/playlist/5TCiMpsndGitHrROsZsSlb
csv,season09,rounds.csv,data/extracted/season09__rounds.csv,888a2f3eefb041fa965e1d2938018289,Blue Collar Songs,2024-09-20T16:40:49Z,"No drive by truckers and probably, by extension, leave Amanda Shires ex husband out of it. IDK ask Neil though. ",https://open.spotify.com/playlist/4uU3OHSdIVYNC9iY3RZavk
csv,season09,rounds.csv,data/extracted/season09__rounds.csv,db1955245464407398ac696a2eced162,"Hey, Soul Sister",2024-09-20T16:40:49Z,"My heart is bound to beat right out my untrimmed chest. So gangsta I'm so thug. Like a virgin you're Madonna. It's hard to pick the worst line in that song. Anyway no Aretha, Etta or Simone. ",https://open.spotify.com/playlist/2vzyzfuzl8FEUBcdkIAn7w
csv,season09,rounds.csv,data/extracted/season09__rounds.csv,6ae162435a764da0bc13d9c54a90ddcb,Mushies,2024-09-20T16:40:49Z,Psychedelic songs to enhance a specific type of vibe (magic shows of course),https://open.spotify.com/playlist/12R6zLNCqm59SyJdo7ystA
csv,season09,rounds.csv,data/extracted/season09__rounds.csv,4d4cf40befb9412b9bbb7fac83af656f,Don't call it a comeback ,2024-09-20T16:40:49Z,Excellent songs that came out at least 20 years after a bands debut album ,https://open.spotify.com/playlist/2ZDkP6zup9oMvgejo1qw7H
csv,season09,rounds.csv,data/extracted/season09__rounds.csv,9efec9ff6c694bf199a37d40bb6617ae,BRAT,2024-09-20T16:40:50Z,Hype tracks by females,https://open.spotify.com/playlist/6cceYXxTwe7hcBb1mnGWWw
csv,season09,rounds.csv,data/extracted/season09__rounds.csv,96e53e5faac240b49952a19d87a45d31,Wedding and a funeral ,2024-09-20T16:40:50Z,One track each that should be played at your wedding and funeral. ,https://open.spotify.com/playlist/1pVXk4SqqlVbgAz3eb76n3
csv,season10,rounds.csv,data/extracted/season10__rounds.csv,5b13831f0fb7487abf4e5f4cd696f96f,The Sounds of 'Roo,2025-04-26T15:32:37Z,Songs by artists playing Bonaroo 2025,https://open.spotify.com/playlist/2I4HL9XgI0ig1WiZCsSspW
csv,season10,rounds.csv,data/extracted/season10__rounds.csv,2da3d01972f048f6b5dbf8a71927c9e5,A State of Confusion ,2025-04-26T15:32:38Z,"Randall's round, pick a song that features a state name that references the actual state not like that song where the girls daddy wrestles alligators ",https://open.spotify.com/playlist/080s92VpqSJ3w2eqx4RDfA
csv,season10,rounds.csv,data/extracted/season10__rounds.csv,3b8ad5c5606b417fa3b5db833ff8f4f3,Friends help friends set up sound systems ,2025-04-26T15:32:38Z,Ryan's round. Pick a song that's designed to be listened to in HD surround sound ,https://open.spotify.com/playlist/3ro5EdGrBCmA1ECNqrMa3q
csv,season10,rounds.csv,data/extracted/season10__rounds.csv,32c35a52ba81449686c1ca2f078fdc98,Spooky Szn,2025-04-26T15:32:38Z,"Brandon's round. The foulest stench is in the air, the funk of forty thousand years. Pick a song that that's ominous tones send shivers down your spine. ",https://open.spotify.com/playlist/2eMlSsvp2J567Hq64qYArJ
csv,season10,rounds.csv,data/extracted/season10__rounds.csv,fcbb0a7306214b82b79b789cead74cc5,F*#K THIS $H1T,2025-04-26T15:32:38Z,"Neils round. You better watch out because I'm gonna say FUCK, you better watch out because I'm gonna say FUCK you better watch out because I'm gonna say FUCK you better watch out!! (It brings me great joy to use a Ben Folds song to troll Neil for his own round). Songs with a well placed cuss word ",https://open.spotify.com/playlist/2nliCLaLvMYuOeKConyHBv
csv,season10,rounds.csv,data/extracted/season10__rounds.csv,d50def398d1f4e7da5ee0d1d60aa1bd4,"You Give Meaning to My Life, You're the Inspiration ",2025-04-26T15:32:39Z,Erik's round. Songs whose inspiration is obvious. I just hope the artist is as into their muse as much as the presidents of the United States love peaches ,https://open.spotify.com/playlist/1XgW8d6fQ1bdSwbxcLGsDl
csv,season10,rounds.csv,data/extracted/season10__rounds.csv,f49672b9bd1a40bcab5a31d229cce108,Rising up to the challenge of our rivals ,2025-04-26T15:32:39Z,"Brocks round. This is the big one, the final round of the 10th season. We need  the perfect song and your best backstory. ",https://open.spotify.com/playlist/5C4UWy6Wgyk6jyfWJT1PiJ
